archetype,dose,seed,v5_side,outcome,reward_v5,reward_arch,score_v5,score_arch,steps,status_v5,status_arch,seconds
half_drainer,1,20050,0,v5,1,-1,1075.0,0.0,178,DONE,DONE,18.9
half_drainer,1,20058,0,v5,1,-1,2184.0,0.0,92,DONE,DONE,5.9
half_drainer,1,20056,0,v5,1,-1,3991.0,0.0,120,DONE,DONE,13.6
half_drainer,1,20053,1,v5,1,-1,5234.0,0.0,118,DONE,DONE,15.3
half_drainer,1,20059,1,v5,1,-1,3507.0,0.0,115,DONE,DONE,7.0
half_drainer,1,20061,1,v5,1,-1,5427.0,0.0,118,DONE,DONE,8.4
half_drainer,1,20060,0,v5,1,-1,4126.0,0.0,104,DONE,DONE,12.7
half_drainer,1,20057,1,v5,1,-1,5140.0,0.0,116,DONE,DONE,12.2
half_drainer,1,20062,0,v5,1,-1,2491.0,0.0,122,DONE,DONE,13.8
half_drainer,1,20063,1,v5,1,-1,2689.0,0.0,119,DONE,DONE,13.4
half_drainer,1,20064,0,v5,1,-1,6811.0,0.0,117,DONE,DONE,4.6
half_drainer,1,20070,0,v5,1,-1,1544.0,0.0,103,DONE,DONE,4.9
half_drainer,1,20065,1,v5,1,-1,2426.0,0.0,123,DONE,DONE,6.3
half_drainer,1,20066,0,v5,1,-1,5746.0,0.0,134,DONE,DONE,11.4
half_drainer,1,20069,1,v5,1,-1,7494.0,0.0,133,DONE,DONE,8.9
half_drainer,1,20067,1,v5,1,-1,2671.0,0.0,131,DONE,DONE,12.7
half_drainer,1,20068,0,v5,1,-1,3996.0,0.0,128,DONE,DONE,12.1
half_drainer,1,20071,1,v5,1,-1,2808.0,0.0,111,DONE,DONE,5.0
half_drainer,1,20072,0,v5,1,-1,4027.0,0.0,107,DONE,DONE,6.5
half_drainer,1,20073,1,v5,1,-1,2910.0,0.0,133,DONE,DONE,9.7
half_drainer,1,20076,0,v5,1,-1,2883.0,0.0,115,DONE,DONE,6.5
half_drainer,1,20074,0,v5,1,-1,4025.0,0.0,116,DONE,DONE,10.1
half_drainer,1,20075,1,v5,1,-1,3992.0,0.0,139,DONE,DONE,10.1
half_drainer,1,20077,1,v5,1,-1,2731.0,0.0,99,DONE,DONE,7.9
half_drainer,1,20078,0,v5,1,-1,1472.0,0.0,79,DONE,DONE,3.6
half_drainer,1,20080,0,v5,1,-1,1743.0,0.0,132,DONE,DONE,6.5
half_drainer,1,20082,0,v5,1,-1,4985.0,0.0,136,DONE,DONE,9.1
half_drainer,1,20084,0,v5,1,-1,4399.0,0.0,150,DONE,DONE,6.3
half_drainer,1,20083,1,v5,1,-1,7082.0,0.0,121,DONE,DONE,6.7
half_drainer,1,20081,1,v5,1,-1,1950.0,0.0,114,DONE,DONE,9.2
half_drainer,1,20079,1,v5,1,-1,7190.0,0.0,149,DONE,DONE,13.8
half_drainer,1,20086,0,v5,1,-1,4971.0,0.0,125,DONE,DONE,10.9
half_drainer,1,20088,0,v5,1,-1,3021.0,0.0,112,DONE,DONE,7.7
half_drainer,1,20087,1,v5,1,-1,8966.0,0.0,130,DONE,DONE,9.0
half_drainer,1,20089,1,v5,1,-1,2506.0,0.0,117,DONE,DONE,12.5
half_drainer,1,20091,1,v5,1,-1,6310.0,0.0,128,DONE,DONE,9.0
half_drainer,1,20085,1,v5,1,-1,3634.0,0.0,132,DONE,DONE,15.8
half_drainer,1,20090,0,v5,1,-1,2068.0,0.0,95,DONE,DONE,11.6
half_drainer,1,20093,1,v5,1,-1,2305.0,0.0,99,DONE,DONE,6.6
half_drainer,1,20092,0,v5,1,-1,4643.0,0.0,146,DONE,DONE,16.6
half_drainer,1,20098,0,v5,1,-1,3024.0,0.0,127,DONE,DONE,9.1
half_drainer,1,20094,0,v5,1,-1,2291.0,0.0,99,DONE,DONE,14.2
half_drainer,1,20095,1,v5,1,-1,6833.0,0.0,141,DONE,DONE,14.1
half_drainer,1,20097,1,v5,1,-1,1686.0,0.0,103,DONE,DONE,6.7
half_drainer,1,20096,0,v5,1,-1,6407.0,0.0,134,DONE,DONE,16.7
half_drainer,1,20100,0,v5,1,-1,3055.0,0.0,103,DONE,DONE,7.0
half_drainer,1,20099,1,v5,1,-1,2430.0,0.0,90,DONE,DONE,11.1
half_drainer,1,20103,1,v5,1,-1,6270.0,0.0,128,DONE,DONE,8.5
half_drainer,1,20101,1,v5,1,-1,3165.0,0.0,94,DONE,DONE,13.5
half_drainer,1,20102,0,v5,1,-1,3689.0,0.0,124,DONE,DONE,11.6
half_drainer,1,20104,0,v5,1,-1,1766.0,0.0,116,DONE,DONE,14.1
half_drainer,1,20107,1,v5,1,-1,4853.0,0.0,133,DONE,DONE,8.6
half_drainer,1,20108,0,v5,1,-1,6175.0,0.0,154,DONE,DONE,11.0
half_drainer,1,20110,0,v5,1,-1,4655.0,0.0,127,DONE,DONE,10.8
half_drainer,1,20105,1,v5,1,-1,5142.0,0.0,122,DONE,DONE,11.5
half_drainer,1,20106,0,v5,1,-1,3514.0,0.0,110,DONE,DONE,9.4
half_drainer,1,20114,0,v5,1,-1,3154.0,0.0,119,DONE,DONE,7.7
half_drainer,1,20113,1,v5,1,-1,4181.0,0.0,110,DONE,DONE,8.4
half_drainer,1,20112,0,v5,1,-1,1934.0,0.0,72,DONE,DONE,5.5
half_drainer,1,20117,1,v5,1,-1,2152.0,0.0,71,DONE,DONE,6.9
half_drainer,1,20116,0,v5,1,-1,7746.0,0.0,120,DONE,DONE,7.6
half_drainer,1,20111,1,v5,1,-1,4218.0,0.0,127,DONE,DONE,13.1
half_drainer,1,20118,0,v5,1,-1,2084.0,0.0,118,DONE,DONE,7.2
half_drainer,3,20000,0,v5,1,-1,2612.0,0.0,86,DONE,DONE,7.1
half_drainer,3,20001,1,v5,1,-1,1926.0,0.0,76,DONE,DONE,8.1
