agent_0,agent_1,agent_2,agent_3,seed,rot,reward_0,score_0,rank_0,prodshare80_0,status_0,reward_1,score_1,rank_1,prodshare80_1,status_1,reward_2,score_2,rank_2,prodshare80_2,status_2,reward_3,score_3,rank_3,prodshare80_3,status_3,steps,seconds
producer,producer_v2,v5_hold_margin_beta1.0,v5,20114,2,-1.0,0.0,2,0.2667,DONE,1.0,3008.0,1,0.2444,DONE,-1.0,0.0,2,0.2222,DONE,-1.0,0.0,2,0.2667,DONE,288,82.0
producer,producer_v2,v5_hold_margin_beta1.0,v5,20122,2,-1.0,0.0,2,0.1429,DONE,1.0,1000.0,1,0.5306,DONE,-1.0,0.0,2,0.0204,DONE,-1.0,0.0,2,0.3061,DONE,105,15.9
producer_v2,v5_hold_margin_beta1.0,v5,producer,20119,3,1.0,1617.0,1,0.4783,DONE,-1.0,0.0,2,0.2391,DONE,-1.0,0.0,2,0.2826,DONE,-1.0,0.0,2,0.0,DONE,144,41.9
producer,producer_v2,v5_hold_margin_beta1.0,v5,20118,2,-1.0,0.0,2,0.0714,DONE,1.0,2338.0,1,0.4405,DONE,-1.0,0.0,2,0.1429,DONE,-1.0,0.0,2,0.3452,DONE,156,50.6
v5_hold_margin_beta1.0,v5,producer,producer_v2,20124,0,-1.0,0.0,2,0.0395,DONE,1.0,2296.0,1,0.5526,DONE,-1.0,0.0,2,0.0132,DONE,-1.0,0.0,2,0.3947,DONE,132,33.7
producer_v2,v5_hold_margin_beta1.0,v5,producer,20127,3,-1.0,0.0,2,0.1169,DONE,-1.0,0.0,2,0.2468,DONE,1.0,2135.0,1,0.4545,DONE,-1.0,0.0,2,0.1818,DONE,150,25.4
v5_hold_margin_beta1.0,v5,producer,producer_v2,20120,0,1.0,15707.0,1,0.3788,DONE,-1.0,93.0,2,0.3939,DONE,-1.0,0.0,3,0.1212,DONE,-1.0,0.0,3,0.1061,DONE,499,107.5
producer_v2,v5_hold_margin_beta1.0,v5,producer,20123,3,-1.0,895.0,2,0.2581,DONE,-1.0,0.0,3,0.3226,DONE,1.0,6422.0,1,0.2419,DONE,-1.0,0.0,3,0.1774,DONE,499,84.3
v5,producer,producer_v2,v5_hold_margin_beta1.0,20121,1,-1.0,1543.0,2,0.5676,DONE,-1.0,0.0,3,0.0811,DONE,-1.0,0.0,3,0.0,DONE,1.0,3511.0,1,0.3514,DONE,499,103.4
v5,producer,producer_v2,v5_hold_margin_beta1.0,20125,1,-1.0,0.0,2,0.2778,DONE,-1.0,0.0,2,0.0,DONE,1.0,3077.0,1,0.4259,DONE,-1.0,0.0,2,0.2963,DONE,225,61.8
producer,producer_v2,v5_hold_margin_beta1.0,v5,20126,2,-1.0,0.0,2,0.1111,DONE,1.0,2259.0,1,0.3704,DONE,-1.0,0.0,2,0.2469,DONE,-1.0,0.0,2,0.2716,DONE,191,58.1
v5_hold_margin_beta1.0,v5,producer,producer_v2,20128,0,-1.0,0.0,2,0.2391,DONE,-1.0,0.0,2,0.3043,DONE,-1.0,0.0,2,0.2174,DONE,1.0,1391.0,1,0.2391,DONE,221,36.1
producer,producer_v2,v5_hold_margin_beta1.0,v5,20130,2,1.0,1619.0,1,0.3871,DONE,-1.0,0.0,2,0.4194,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.1935,DONE,235,42.0
v5_hold_margin_beta1.0,v5,producer,producer_v2,20132,0,1.0,2273.0,1,0.6528,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.0278,DONE,-1.0,0.0,2,0.0694,DONE,116,32.5
v5,producer,producer_v2,v5_hold_margin_beta1.0,20133,1,-1.0,0.0,2,0.2941,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.2941,DONE,1.0,3243.0,1,0.4118,DONE,133,42.5
v5_hold_margin_beta1.0,v5,producer,producer_v2,20136,0,-1.0,0.0,2,0.1429,DONE,1.0,626.0,1,0.6286,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.2286,DONE,89,14.0
producer,producer_v2,v5_hold_margin_beta1.0,v5,20134,2,-1.0,0.0,2,0.0,DONE,1.0,1525.0,1,0.4419,DONE,-1.0,0.0,2,0.3721,DONE,-1.0,0.0,2,0.186,DONE,168,45.3
v5,producer,producer_v2,v5_hold_margin_beta1.0,20129,1,-1.0,0.0,3,0.25,DONE,-1.0,0.0,3,0.2143,DONE,-1.0,592.0,2,0.2857,DONE,1.0,12867.0,1,0.25,DONE,499,71.0
producer,producer_v2,v5_hold_margin_beta1.0,v5,20138,2,-1.0,0.0,2,0.2632,DONE,-1.0,0.0,2,0.2895,DONE,-1.0,0.0,2,0.2895,DONE,1.0,721.0,1,0.1579,DONE,154,24.0
v5,producer,producer_v2,v5_hold_margin_beta1.0,20137,1,-1.0,0.0,2,0.2692,DONE,-1.0,0.0,2,0.2564,DONE,1.0,3578.0,1,0.3077,DONE,-1.0,0.0,2,0.1667,DONE,167,50.6
producer_v2,v5_hold_margin_beta1.0,v5,producer,20135,3,1.0,1451.0,1,0.3898,DONE,-1.0,0.0,2,0.0339,DONE,-1.0,0.0,2,0.4576,DONE,-1.0,0.0,2,0.1186,DONE,173,50.5
v5,producer,producer_v2,v5_hold_margin_beta1.0,20141,1,1.0,2035.0,1,0.4286,DONE,-1.0,0.0,2,0.0635,DONE,-1.0,0.0,2,0.1746,DONE,-1.0,0.0,2,0.3333,DONE,168,30.5
producer_v2,v5_hold_margin_beta1.0,v5,producer,20131,3,1.0,2505.0,1,0.25,DONE,1.0,2505.0,1,0.25,DONE,1.0,2505.0,1,0.25,DONE,1.0,2505.0,1,0.25,DONE,499,128.0
producer_v2,v5_hold_margin_beta1.0,v5,producer,20143,3,-1.0,0.0,2,0.2667,DONE,-1.0,0.0,2,0.0,DONE,1.0,2772.0,1,0.7111,DONE,-1.0,0.0,2,0.0222,DONE,162,27.8
producer_v2,v5_hold_margin_beta1.0,v5,producer,20139,3,1.0,7481.0,1,0.6792,DONE,-1.0,0.0,2,0.1321,DONE,-1.0,0.0,2,0.1887,DONE,-1.0,0.0,2,0.0,DONE,266,58.3
producer,producer_v2,v5_hold_margin_beta1.0,v5,20146,2,-1.0,0.0,2,0.0,DONE,1.0,2074.0,1,0.5,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.5,DONE,183,25.7
producer_v2,v5_hold_margin_beta1.0,v5,producer,20147,3,1.0,291.0,1,0.5385,DONE,-1.0,0.0,2,0.4615,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.0,DONE,198,25.2
producer,producer_v2,v5_hold_margin_beta1.0,v5,20142,2,-1.0,0.0,2,0.4043,DONE,-1.0,0.0,2,0.0213,DONE,-1.0,0.0,2,0.1277,DONE,1.0,5993.0,1,0.4468,DONE,251,65.0
v5_hold_margin_beta1.0,v5,producer,producer_v2,20148,0,-1.0,0.0,2,0.2597,DONE,1.0,4048.0,1,0.2468,DONE,-1.0,0.0,2,0.2468,DONE,-1.0,0.0,2,0.2468,DONE,191,37.9
v5_hold_margin_beta1.0,v5,producer,producer_v2,20140,0,-1.0,260.0,2,0.4231,DONE,1.0,10952.0,1,0.25,DONE,-1.0,48.0,4,0.0577,DONE,-1.0,87.0,3,0.2692,DONE,499,124.7
v5,producer,producer_v2,v5_hold_margin_beta1.0,20149,1,-1.0,0.0,2,0.3095,DONE,1.0,1707.0,1,0.2619,DONE,-1.0,0.0,2,0.1905,DONE,-1.0,0.0,2,0.2381,DONE,273,52.0
v5,producer,producer_v2,v5_hold_margin_beta1.0,20145,1,1.0,21314.0,1,0.75,DONE,-1.0,0.0,3,0.0,DONE,-1.0,124.0,2,0.1176,DONE,-1.0,0.0,3,0.1324,DONE,499,80.0
producer,producer_v2,v5_hold_margin_beta1.0,v5,20150,2,-1.0,0.0,2,0.1579,DONE,-1.0,0.0,2,0.3684,DONE,-1.0,0.0,2,0.2281,DONE,1.0,2875.0,1,0.2456,DONE,183,39.6
v5_hold_margin_beta1.0,v5,producer,producer_v2,20152,0,1.0,2162.0,1,0.3846,DONE,-1.0,0.0,2,0.1154,DONE,-1.0,0.0,2,0.0769,DONE,-1.0,0.0,2,0.4231,DONE,241,47.6
producer_v2,v5_hold_margin_beta1.0,v5,producer,20155,3,1.0,1428.0,1,0.4062,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.0938,DONE,-1.0,0.0,2,0.25,DONE,187,28.4
producer_v2,v5_hold_margin_beta1.0,v5,producer,20151,3,-1.0,0.0,2,0.2619,DONE,1.0,1540.0,1,0.4762,DONE,-1.0,0.0,2,0.2619,DONE,-1.0,0.0,2,0.0,DONE,138,38.6
producer,producer_v2,v5_hold_margin_beta1.0,v5,20154,2,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.4762,DONE,-1.0,0.0,2,0.0,DONE,1.0,711.0,1,0.5238,DONE,139,34.4
v5_hold_margin_beta1.0,v5,producer,producer_v2,20144,0,-1.0,0.0,3,0.1833,DONE,1.0,13128.0,1,0.35,DONE,-1.0,408.0,2,0.2167,DONE,-1.0,0.0,3,0.25,DONE,499,138.2
v5,producer,producer_v2,v5_hold_margin_beta1.0,20153,1,-1.0,4161.0,2,0.25,DONE,1.0,4443.0,1,0.5,DONE,-1.0,0.0,3,0.0,DONE,-1.0,0.0,3,0.25,DONE,499,65.4
v5,producer,producer_v2,v5_hold_margin_beta1.0,20157,1,-1.0,0.0,2,0.2083,DONE,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.2083,DONE,1.0,1164.0,1,0.5833,DONE,175,26.0
producer,producer_v2,v5_hold_margin_beta1.0,v5,20158,2,-1.0,0.0,2,0.0,DONE,-1.0,0.0,2,0.25,DONE,-1.0,0.0,2,0.25,DONE,1.0,1924.0,1,0.5,DONE,162,27.2
producer_v2,v5_hold_margin_beta1.0,v5,producer,20159,3,-1.0,0.0,2,0.1889,DONE,-1.0,0.0,2,0.3111,DONE,1.0,2280.0,1,0.5,DONE,-1.0,0.0,2,0.0,DONE,123,19.3
v5_hold_margin_beta1.0,v5,producer,producer_v2,20156,0,-1.0,303.0,2,0.3091,DONE,1.0,6326.0,1,0.4182,DONE,-1.0,0.0,3,0.1636,DONE,-1.0,0.0,3,0.1091,DONE,499,63.2
